,year,AFG,AGO,ALB,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGR,BHR,BIH,BLR,BLZ,BRA,BRB,BRN,BTN,BWA,BGD,BOL,MMR,CAN,CHE,CHL,CHN,CMR,COL,CPV,CUB,CYP,CAF,COM,CRI,CZE,CIV,DEU,DJI,DMA,DNK,DZA,COD,DOM,ECU,EGY,ERI,ESP,EST,ETH,SLV,FIN,FJI,FRA,GAB,GEO,GHA,GIN,GNB,GNQ,GRC,GUY,GTM,HKG,HRV,HTI,HND,HUN,IDN,IND,IRL,IRQ,ISL,ISR,ITA,IRN,JOR,JPN,JAM,KAZ,KEN,KHM,KIR,KWT,XKX,KGZ,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,Laos,MAR,MDG,MDV,MEX,MLI,MLT,MNE,MNG,MRT,MUS,MWI,MAC,MKD,MYS,FSM,MDA,MOZ,NAM,NGA,NOR,NPL,NZL,NLD,NIC,NER,PRK,OMN,PER,PNG,POL,PRT,PAK,PAN,PRY,PHL,QAT,ROU,RWA,COG,RUS,SAU,SEN,SGP,SLB,SLE,SOM,SUR,SVK,SVN,SWE,SWZ,SYC,Serbia ,KOR,SDN,SYR,STP,TCD,TGO,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,THA,BHS,GMB,UGA,UKR,UZB,ARE,GBR,USA,URY,VCT,VUT,VEN,VNM,WSM,YEM,ZAF,ZMB,ZWE
14,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2017,28.4,19.8,28.5,39.6,42.5,92.9,81.8,33.0,19.8,69.3,29.4,28.4,38.9,53.7,40.0,56.3,48.7,49.7,33.0,39.9,50.7,54.0,26.0,15.4,12.9,80.8,77.6,63.7,60.7,29.6,25.2,50.2,10.0,60.7,33.0,22.6,55.6,55.9,45.8,79.5,10.3,67.7,68.5,29.6,48.7,25.3,22.3,56.3,10.3,53.9,82.8,29.6,35.4,82.7,41.9,72.7,26.7,66.5,40.9,13.1,48.7,13.1,56.1,34.1,27.8,84.0,56.8,25.1,38.2,51.8,39.3,44.4,78.3,15.9,71.5,82.0,55.4,36.0,49.5,73.8,61.5,56.5,42.7,22.1,33.0,56.4,58.0,17.2,25.3,41.0,22.6,68.8,,48.3,50.9,62.4,77.0,59.7,35.9,41.9,21.4,33.0,38.7,33.8,62.9,50.4,28.4,13.8,72.6,44.2,60.0,61.4,67.3,30.0,23.9,32.4,50.6,33.2,83.3,32.0,88.5,69.9,15.9,22.6,5.0,52.3,28.2,54.0,58.0,68.9,34.1,21.5,23.3,37.1,63.0,58.5,68.8,22.6,44.5,65.0,39.3,91.5,41.9,27.0,,15.4,38.0,55.1,82.2,33.3,42.6,40.2,59.9,19.8,22.6,15.9,24.1,39.9,45.6,5.0,10.3,19.8,48.7,39.9,52.5,67.7,28.8,41.7,48.7,38.8,34.6,22.6,41.9,85.0,93.0,75.1,66.8,68.8,33.0,10.3,32.0,22.6,22.6,59.7,39.8,26.1
23,2018,28.2,25.4,25.4,44.5,47.4,93.4,80.9,36.8,21.7,69.5,31.3,47.1,42.5,55.1,43.7,57.3,53.5,55.5,54.4,57.1,51.6,54.7,32.6,11.4,17.6,77.1,82.1,63.4,65.4,29.4,36.4,52.0,10.0,56.7,28.2,28.2,57.8,57.9,44.2,78.0,13.8,69.2,83.6,35.2,23.9,23.1,23.3,52.5,13.8,62.0,83.9,37.6,35.4,82.7,47.1,72.7,27.8,64.2,43.7,28.2,53.5,17.6,59.0,42.5,33.1,84.3,56.5,42.5,34.5,57.1,45.2,54.3,79.0,11.4,72.6,83.1,60.9,35.3,57.3,73.2,56.6,58.1,44.0,24.5,35.3,53.5,59.0,22.1,33.6,42.4,22.1,69.2,,52.0,52.7,66.7,77.9,58.9,41.4,44.3,21.4,38.8,39.0,32.4,62.8,51.3,30.9,17.6,69.6,47.1,60.0,57.0,65.2,25.4,26.3,36.3,54.2,39.6,86.0,36.2,88.4,74.1,19.0,32.6,5.0,57.4,33.5,55.1,56.6,70.1,34.0,29.4,28.2,38.2,59.8,59.7,79.6,28.2,46.9,60.2,40.4,90.9,57.3,29.6,25.4,21.4,38.8,57.7,88.2,35.3,38.8,48.2,63.7,21.4,22.1,28.2,24.1,28.2,50.3,5.0,13.8,25.4,49.8,41.7,54.5,69.2,34.7,45.3,53.5,38.8,40.3,29.5,35.3,83.4,93.8,76.9,67.0,69.2,47.1,13.8,36.3,38.8,16.6,65.9,40.6,33.0
24,2019,29.6,26.6,30.6,44.5,46.3,86.5,71.3,53.1,31.0,61.6,32.8,42.9,41.9,50.7,37.9,51.7,46.9,51.7,59.9,56.0,55.4,45.7,34.5,12.3,18.1,69.4,82.0,56.3,75.2,31.3,34.3,49.0,10.0,48.1,29.6,29.6,54.0,47.6,47.8,75.4,18.1,63.8,77.8,36.2,30.7,18.1,20.2,48.3,18.1,51.4,76.0,40.9,29.1,81.2,42.9,66.1,30.6,54.6,44.2,32.6,42.9,18.1,49.5,42.9,32.3,75.3,42.9,25.3,31.0,45.2,53.5,61.6,68.4,12.3,63.8,73.4,49.8,41.3,52.6,68.5,49.2,56.1,46.9,27.6,34.3,43.3,53.5,27.9,26.6,39.0,24.4,63.8,,39.4,45.7,61.2,72.4,48.4,42.5,47.1,24.4,36.4,34.9,33.4,50.4,51.8,23.8,30.6,62.1,40.1,60.0,60.7,68.2,26.6,29.6,35.2,54.7,34.3,81.2,34.7,83.5,74.7,18.7,31.0,5.0,51.6,34.0,49.0,44.0,64.3,40.2,30.1,30.0,36.4,60.0,51.9,83.2,29.6,45.1,62.7,40.4,92.4,51.7,34.5,26.6,22.2,37.2,46.5,84.0,42.9,37.5,44.8,57.5,22.2,24.4,26.6,24.6,29.6,52.1,29.8,13.1,26.6,40.6,42.7,49.8,70.1,41.4,45.9,46.9,42.5,38.5,31.5,34.3,87.1,85.9,78.6,58.9,63.8,36.4,13.1,40.3,31.0,22.2,39.3,35.6,24.8
