Variable Name;.;.;.;Consumption of fixed capital of national economy | individuals | Average | All Ages | constant 2015 local currency;Gross domestic product | individuals | Average | All Ages | constant 2015 local currency;Net domestic product | individuals | Average | All Ages | constant 2015 local currency;Net foreign income | individuals | Average | All Ages | constant 2015 local currency;National income | individuals | Average | All Ages | constant 2015 local currency;Population | individuals | Population | All Ages | population;Consumption of fixed capital of national economy | individuals | Total | All Ages | constant 2015 local currency;Gross domestic product | individuals | Total | All Ages | constant 2015 local currency;Net domestic product | individuals | Total | All Ages | constant 2015 local currency;Net foreign income | individuals | Total | All Ages | constant 2015 local currency;National income | individuals | Total | All Ages | constant 2015 local currency;National income price index | individuals | Indices | All Ages | constant 2015 local currency;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
;PW;2014;p0p100;1765.3425293;13683.0380859;11917.6953125;0.0;11917.6953125;21094.0;37238136.0;288630016.0;251391872.0;0.0;251391872.0;0.8981685042;1.0789362192;;0.8267647624;1.0;0.2390505075;
;PW;2013;p0p100;1699.42700195;12877.0957031;11177.6689453;0.0;11177.6689453;20920.0;35552012.0;269388832.0;233836832.0;0.0;233836832.0;0.8635024428;1.0465650558;;0.8085786104;1.0;0.2308860868;
;PW;2012;p0p100;1647.93347168;12997.9472656;11350.0146484;0.0;11350.0146484;20758.0;34207804.0;269811392.0;235603600.0;0.0;235603600.0;0.809173882;0.992770493;;0.770033896;1.0;0.2205427885;
;PW;2011;p0p100;1613.59924316;12806.9960938;11193.3964844;0.0;11193.3964844;20599.0;33238532.0;263811312.0;230572784.0;0.0;230572784.0;0.7726122737;0.9600820541;;0.7492374778;1.0;0.2137297839;
;PW;2010;p0p100;1598.46813965;12301.6445312;10703.1767578;0.0;10703.1767578;20470.0;32720642.0;251814672.0;219094032.0;0.0;219094032.0;0.7446664572;0.9348881245;;0.737752676;1.0;0.2226275057;
;PW;2009;p0p100;1613.70715332;11948.7333984;10335.0263672;0.0;10335.0263672;20342.0;32826032.0;243061136.0;210235104.0;0.0;210235104.0;0.765247345;0.9670105577;;0.7702801824;1.0;0.2445926368;
;PW;2008;p0p100;1661.33398438;12820.3535156;11159.0195312;0.0;11159.0195312;20228.0;33605464.0;259330112.0;225724640.0;0.0;225724640.0;0.7490718365;0.955724895;;0.7626853585;1.0;0.2359990776;
;PW;2007;p0p100;1728.49816895;13801.21875;12072.7207031;0.0;12072.7207031;20116.0;34770468.0;277625312.0;242854848.0;0.0;242854848.0;0.7032973766;0.9157593846;;0.730547905;1.0;0.2388704121;
;PW;2006;p0p100;1795.02893066;14093.0078125;12297.9794922;0.0;12297.9794922;20012.0;35922120.0;282029280.0;246107168.0;0.0;246107168.0;0.6861209273;0.9153954983;;0.7322625518;1.0;0.2505576611;
;PW;2005;p0p100;1849.52502441;14454.9628906;12605.4375;0.0;12605.4375;19906.0;36816644.0;287740480.0;250923840.0;0.0;250923840.0;0.6664549708;0.906552434;;0.7323720455;1.0;0.2516340911;
;PW;2004;p0p100;1883.9864502;14603.0712891;12719.0849609;;12719.0849609;19804.0;37310468.0;289199232.0;251888768.0;;251888768.0;0.6150158048;0.8525511026;;0.6964659691;;0.2420720309;
;PW;2003;p0p100;1898.15979004;14586.3847656;12688.2246094;;12688.2246094;19700.0;37393748.0;287351776.0;249958032.0;;249958032.0;0.5631282926;0.7956329584;;0.6555470824;;0.2363513559;
;PW;2002;p0p100;1898.52539062;14633.0966797;12734.5712891;;12734.5712891;19574.0;37161736.0;286428224.0;249266496.0;;249266496.0;0.5610545874;0.810177803;;0.6675388217;;0.2436091453;
;PW;2001;p0p100;1894.02331543;14241.8808594;12347.8574219;;12347.8574219;19404.0;36751628.0;276349472.0;239597824.0;;239597824.0;0.5754418373;0.8513242006;;0.6968221664;;0.2499850094;
;PW;2000;p0p100;1895.79162598;14029.5673828;12133.7753906;;12133.7753906;19175.0;36351804.0;269016960.0;232665152.0;;232665152.0;0.5591263175;0.8473577499;;0.6940737963;;0.2472478747;
;PW;1999;p0p100;1908.1171875;14300.4082031;12392.2900391;;12392.2900391;18879.0;36023344.0;269977408.0;233954048.0;;233954048.0;0.5410526395;0.8316903114;;0.6874665618;;0.2554396093;
;PW;1998;p0p100;1921.64892578;15023.4003906;13101.7519531;;13101.7519531;18524.0;35596624.0;278293472.0;242696848.0;;242696848.0;0.5291124582;0.8266044855;;0.682924509;;0.252656877;
;PW;1997;p0p100;1919.1685791;15261.453125;13342.2841797;;13342.2841797;18123.0;34781092.0;276583296.0;241802208.0;;241802208.0;0.5195735097;0.8202236891;;0.6793233156;;0.2498943359;
;PW;1996;p0p100;1892.12963867;15089.1728516;13197.0429688;;13197.0429688;17691.0;33473666.0;266942544.0;233468880.0;;233468880.0;0.5025314689;0.7916799784;;0.6698223948;;0.2573752403;
;PW;1995;p0p100;1846.05834961;14236.8222656;12390.7646484;;12390.7646484;17253.0;31850044.0;245627904.0;213777856.0;;213777856.0;0.4697779715;0.7594240904;;0.6391485333;;0.2657256424;
;PW;1994;p0p100;1804.16003418;13270.3007812;11466.1416016;;11466.1416016;16806.0;30320714.0;223020672.0;192699968.0;;192699968.0;0.4282901883;;;0.5947369337;;0.2901246846;
;PW;1993;p0p100;1789.97436523;12607.8789062;10817.9042969;;10817.9042969;16342.0;29251762.0;206037952.0;176786192.0;;176786192.0;0.4218462408;;;0.5986390114;;0.3620322347;
;PW;1992;p0p100;1805.47265625;14056.1816406;12250.7089844;;12250.7089844;15894.0;28696182.0;223408944.0;194712768.0;;194712768.0;0.4082317352;;;0.5939731598;;0.4445384145;
;PW;1991;p0p100;1824.46447754;14656.6416016;12832.1767578;;12832.1767578;15474.0;28231764.0;226796880.0;198565104.0;;198565104.0;0.3888159394;;;0.5804741979;;0.4638088048;
;PW;1990;p0p100;1824.35009766;14422.0771484;12597.7265625;;12597.7265625;15088.0;27525794.0;217600288.0;190074496.0;;190074496.0;0.3703008592;;;0.5726124048;;0.4580581784;
;PW;1989;p0p100;1795.32177734;14008.3623047;12213.0410156;;12213.0410156;14757.0;26493564.0;206721408.0;180227840.0;;180227840.0;0.3454110026;;;0.5555013418;;0.4841191471;
;PW;1988;p0p100;1739.60412598;13530.8808594;11791.2763672;;11791.2763672;14490.0;25206864.0;196062464.0;170855600.0;;170855600.0;0.319824934;;;0.5355831385;;0.5312871337;
;PW;1987;p0p100;1671.87353516;13058.5019531;11386.6279297;;11386.6279297;14240.0;23807480.0;185953072.0;162145584.0;;162145584.0;0.2961342037;;;0.51375705;;0.568721056;
;PW;1986;p0p100;1603.39733887;12611.0332031;11007.6347656;;11007.6347656;13985.0;22423512.0;176365296.0;153941776.0;;153941776.0;0.2741983235;;;0.4880925417;;0.5633987188;
;PW;1985;p0p100;1545.32055664;12213.1630859;10667.8427734;;10667.8427734;13696.0;21164710.0;167271488.0;146106768.0;;146106768.0;0.2538874149;;;0.4612029493;;0.550471127;
;PW;1984;p0p100;1504.17150879;11864.0908203;10359.9199219;;10359.9199219;13372.0;20113782.0;158646624.0;138532848.0;;138532848.0;0.2350809276;;;0.4419795573;;0.5216559768;
;PW;1983;p0p100;1486.06921387;11628.9169922;10142.8486328;;10142.8486328;13012.0;19336732.0;151315472.0;131978744.0;;131978744.0;0.2176675349;;;0.425170958;;0.4768069685;
;PW;1982;p0p100;1488.89404297;11640.4775391;10151.5830078;;10151.5830078;12663.0;18853866.0;147403360.0;128549496.0;;128549496.0;0.2015440166;;;0.4110581875;;0.4463052154;
;PW;1981;p0p100;1503.63427734;11871.7783203;10368.1435547;;10368.1435547;12387.0;18625518.0;147055712.0;128430200.0;;128430200.0;0.1835103631;;;0.3971645534;;0.4120140672;
;PW;1980;p0p100;1523.35327148;12104.9794922;10581.6259766;;10581.6259766;12194.0;18575770.0;147608112.0;129032344.0;;129032344.0;0.1660727113;;;0.3930980265;;0.3781582117;
;PW;1979;p0p100;1534.64746094;12220.5800781;10685.9326172;;10685.9326172;12124.0;18606066.0;148162320.0;129556248.0;;129556248.0;0.1502920389;;;0.387411952;;0.3640137315;
;PW;1978;p0p100;1534.54724121;12237.2109375;10702.6640625;;10702.6640625;12153.0;18649352.0;148718832.0;130069480.0;;130069480.0;0.136010915;;;0.3792919517;;0.3452660739;
;PW;1977;p0p100;1527.22717285;12221.0888672;10693.8613281;;10693.8613281;12225.0;18670352.0;149402816.0;130732456.0;;130732456.0;0.1230867878;;;0.3669371009;;0.3199624419;
;PW;1976;p0p100;1518.91687012;12051.1767578;10532.2597656;;10532.2597656;12285.0;18659894.0;148048720.0;129388816.0;;129388816.0;0.1132751629;;;0.3581485152;;0.298275888;
;PW;1975;p0p100;1518.5546875;12016.234375;10497.6787109;;10497.6787109;12278.0;18644814.0;147535328.0;128890504.0;;128890504.0;0.1034834906;;;0.3450284004;;0.2838153541;
;PW;1974;p0p100;1528.20068359;12095.1425781;10566.9423828;;10566.9423828;12197.0;18639464.0;147524464.0;128884992.0;;128884992.0;0.0941402689;;;0.3419312835;;0.2613078952;
;PW;1973;p0p100;1548.05529785;12236.4648438;10688.4101562;;10688.4101562;12046.0;18647874.0;147400448.0;128752584.0;;128752584.0;0.0857302174;;;0.338288635;;0.2398928702;
;PW;1972;p0p100;1574.75952148;12414.90625;10840.1464844;;10840.1464844;11852.0;18664050.0;147141472.0;128477416.0;;128477416.0;0.078169547;;;0.3253272474;;0.2229323387;
;PW;1971;p0p100;1602.7298584;12587.5439453;10984.8144531;;10984.8144531;11654.0;18678214.0;146695232.0;128017024.0;;128017024.0;0.0713833347;;;0.310031116;;0.2040942609;
;PW;1970;p0p100;1627.57336426;12754.8964844;11127.3222656;;11127.3222656;11480.0;18684542.0;146426208.0;127741664.0;;127741664.0;0.0650862455;;;0.2970227599;;0.1921102554;
;PW;1969;p0p100;;;;;;11331.0;;;;;;;;;;;;
;PW;1968;p0p100;;;;;;11205.0;;;;;;;;;;;;
;PW;1967;p0p100;;;;;;11080.0;;;;;;;;;;;;
;PW;1966;p0p100;;;;;;10946.0;;;;;;;;;;;;
;PW;1965;p0p100;;;;;;10782.0;;;;;;;;;;;;
;PW;1964;p0p100;;;;;;10593.0;;;;;;;;;;;;
;PW;1963;p0p100;;;;;;10378.0;;;;;;;;;;;;
;PW;1962;p0p100;;;;;;10151.0;;;;;;;;;;;;
;PW;1961;p0p100;;;;;;9900.0;;;;;;;;;;;;
;PW;1960;p0p100;;;;;;9642.0;;;;;;;;;;;;
;PW;1959;p0p100;;;;;;9359.0;;;;;;;;;;;;
;PW;1958;p0p100;;;;;;9087.0;;;;;;;;;;;;
