Variable Name;.;.;.;Consumption of fixed capital of national economy | individuals | Average | Adults | constant 2015 local currency;Consumption of fixed capital of national economy | individuals | Average | All Ages | constant 2015 local currency;Gross domestic product | individuals | Average | Adults | constant 2015 local currency;Gross domestic product | individuals | Average | All Ages | constant 2015 local currency;Net domestic product | individuals | Average | Adults | constant 2015 local currency;Net domestic product | individuals | Average | All Ages | constant 2015 local currency;Net foreign income | individuals | Average | Adults | constant 2015 local currency;Net foreign income | individuals | Average | All Ages | constant 2015 local currency;National income | individuals | Average | Adults | constant 2015 local currency;National income | individuals | Average | All Ages | constant 2015 local currency;Pre-tax national income  | equal-split adults | Average | Adults | constant 2015 local currency;Consumption of fixed capital of national economy | individuals | Total | All Ages | constant 2015 local currency;Gross domestic product | individuals | Total | All Ages | constant 2015 local currency;Net domestic product | individuals | Total | All Ages | constant 2015 local currency;Net foreign income | individuals | Total | All Ages | constant 2015 local currency;National income | individuals | Total | All Ages | constant 2015 local currency;Population | female | Population | 0 to 4 | population;Population | individuals | Population | 0 to 4 | population;Population | male | Population | 0 to 4 | population;Population | female | Population | 5 to 9 | population;Population | individuals | Population | 5 to 9 | population;Population | male | Population | 5 to 9 | population;Population | female | Population | 10 to 14 | population;Population | individuals | Population | 10 to 14 | population;Population | male | Population | 10 to 14 | population;Population | female | Population | 100+ | population;Population | individuals | Population | 100+ | population;Population | male | Population | 100+ | population;Population | female | Population | 15 to 19 | population;Population | individuals | Population | 15 to 19 | population;Population | male | Population | 15 to 19 | population;Population | female | Population | 20 to 24 | population;Population | individuals | Population | 20 to 24 | population;Population | male | Population | 20 to 24 | population;Population | female | Population | 20 to 29 | population;Population | individuals | Population | 20 to 29 | population;Population | male | Population | 20 to 29 | population;Population | female | Population | 25 to 29 | population;Population | individuals | Population | 25 to 29 | population;Population | male | Population | 25 to 29 | population;Population | female | Population | 30 to 34 | population;Population | individuals | Population | 30 to 34 | population;Population | male | Population | 30 to 34 | population;Population | female | Population | 30 to 39 | population;Population | individuals | Population | 30 to 39 | population;Population | male | Population | 30 to 39 | population;Population | female | Population | 35 to 39 | population;Population | individuals | Population | 35 to 39 | population;Population | male | Population | 35 to 39 | population;Population | female | Population | 40 to 44 | population;Population | individuals | Population | 40 to 44 | population;Population | male | Population | 40 to 44 | population;Population | female | Population | 40 to 49  | population;Population | individuals | Population | 40 to 49  | population;Population | male | Population | 40 to 49  | population;Population | female | Population | 45 to 49 | population;Population | individuals | Population | 45 to 49 | population;Population | male | Population | 45 to 49 | population;Population | female | Population | 50 to 54 | population;Population | individuals | Population | 50 to 54 | population;Population | male | Population | 50 to 54 | population;Population | female | Population | 50 to 59 | population;Population | individuals | Population | 50 to 59 | population;Population | male | Population | 50 to 59 | population;Population | female | Population | 55 to 59 | population;Population | individuals | Population | 55 to 59 | population;Population | male | Population | 55 to 59 | population;Population | female | Population | 60 to 64 | population;Population | individuals | Population | 60 to 64 | population;Population | male | Population | 60 to 64 | population;Population | female | Population | 60 to 69 | population;Population | individuals | Population | 60 to 69 | population;Population | male | Population | 60 to 69 | population;Population | female | Population | 65 to 69 | population;Population | individuals | Population | 65 to 69 | population;Population | male | Population | 65 to 69 | population;Population | female | Population | 70 to 74 | population;Population | individuals | Population | 70 to 74 | population;Population | male | Population | 70 to 74 | population;Population | female | Population | 70 to 79 | population;Population | individuals | Population | 70 to 79 | population;Population | male | Population | 70 to 79 | population;Population | female | Population | 75 to 79 | population;Population | individuals | Population | 75 to 79 | population;Population | male | Population | 75 to 79 | population;Population | female | Population | 80 to 84 | population;Population | individuals | Population | 80 to 84 | population;Population | male | Population | 80 to 84 | population;Population | female | Population | 80 to 89 | population;Population | individuals | Population | 80 to 89 | population;Population | male | Population | 80 to 89 | population;Population | female | Population | 85 to 89 | population;Population | individuals | Population | 85 to 89 | population;Population | male | Population | 85 to 89 | population;Population | female | Population | 90 to 94 | population;Population | individuals | Population | 90 to 94 | population;Population | male | Population | 90 to 94 | population;Population | female | Population | 90 to 99 | population;Population | individuals | Population | 90 to 99 | population;Population | male | Population | 90 to 99 | population;Population | female | Population | 95 to 99 | population;Population | individuals | Population | 95 to 99 | population;Population | male | Population | 95 to 99 | population;Population | female | Population | Children | population;Population | individuals | Population | Children | population;Population | male | Population | Children | population;Population | female | Population | Adults | population;Population | individuals | Population | Adults | population;Population | male | Population | Adults | population;Population | female | Population | 20 to 39 | population;Population | individuals | Population | 20 to 39 | population;Population | male | Population | 20 to 39 | population;Population | female | Population | 40 to 59 | population;Population | individuals | Population | 40 to 59 | population;Population | male | Population | 40 to 59 | population;Population | female | Population | Over 60 | population;Population | individuals | Population | Over 60 | population;Population | male | Population | Over 60 | population;Population | female | Population | 20 to 64 | population;Population | individuals | Population | 20 to 64 | population;Population | male | Population | 20 to 64 | population;Population | female | Population | Over 65 | population;Population | individuals | Population | Over 65 | population;Population | male | Population | Over 65 | population;Population | female | Population | Over 80 | population;Population | individuals | Population | Over 80 | population;Population | male | Population | Over 80 | population;Population | female | Population | All Ages | population;Population | individuals | Population | All Ages | population;Population | male | Population | All Ages | population;Number of tax units - adults | tax unit | Population | Adults | population;Number of tax returns | tax unit | Population | All Ages | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
;IN;2013;p0p100;16877.3496094;10267.296875;158679.859375;96532.5234375;141802.5;86265.2265625;-2043.94580078;-1243.42980957;139758.5625;85021.796875;139758.528611;1.3136995287e+13;1.23513260212e+14;1.10376263877e+14;-1.59096700928e+12;1.08785297261e+14;59444244.0;125527928.0;66083840.0;60363080.0;127789472.0;67426576.0;59562496.0;126029520.0;66467200.0;15791.0;23584.0;7793.0;57712336.0;121771712.0;64059520.0;55644072.0;116730128.0;61086148.0;108714256.0;;118544384.0;53070184.0;110528400.0;57458236.0;48047200.0;99818832.0;51771632.0;90291808.0;;97019560.0;42244600.0;87492544.0;45247928.0;37584328.0;77668728.0;40084372.0;70761320.0;;75244496.0;33176990.0;68337152.0;35160120.0;29009512.0;59540016.0;30530448.0;53696672.0;;56249948.0;24687160.0;50406724.0;25719502.0;19397738.0;39002208.0;19604376.0;33046414.0;;32576346.0;13648677.0;26620774.0;12971970.0;10019523.0;19144284.0;9124636.0;16722740.0;;14896294.0;6703218.0;12474983.0;5771658.0;3595413.0;6635242.0;3039767.0;5152629.0;;4322846.0;1557216.0;2840324.0;1283079.0;526184.0;916045.0;389847.0;648579.0;;467720.0;122395.0;200272.0;77873.0;237082160.0;501118624.0;264037120.0;379050176.0;778380224.0;399329376.0;199006064.0;414569920.0;215563952.0;124457992.0;255952608.0;131494440.0;55586156.0;107857720.0;52270996.0;342861792.0;709524736.0;366662752.0;36188416.0;68855504.0;32666624.0;5816999.0;10615467.0;4798359.0;616132352.0;1279498880.0;663366528.0;;;0.910085856915;21.7492904663;;16.8128490448;58.5978469849;4.79734563828;
;IN;2012;p0p100;16183.4072266;9766.16113281;152431.65625;91987.5546875;136248.234375;82221.390625;-1952.39562988;-1178.20739746;134295.84375;81043.1875;134295.20098;1.23404204114e+13;1.16234523771e+14;1.03894101262e+14;-1.48877069517e+12;1.02405333058e+14;60022344.0;126752720.0;66730600.0;60393212.0;127897816.0;67504872.0;59336512.0;125476832.0;66140564.0;14977.0;22044.0;7067.0;57344748.0;120926872.0;63582320.0;55415564.0;116010928.0;60595468.0;107823448.0;;117335520.0;52407884.0;109147912.0;56740060.0;46864744.0;97353200.0;50488456.0;88280608.0;;94913472.0;41415868.0;85840896.0;44425016.0;36752836.0;76000768.0;39247900.0;69270400.0;;73788504.0;32517564.0;67058220.0;34540604.0;28296564.0;58146980.0;29850346.0;52415220.0;;55051916.0;24118652.0;49320304.0;25201568.0;18385184.0;36814140.0;18428810.0;31650452.0;;31047108.0;13265268.0;25883744.0;12618297.0;9847883.0;18765732.0;8917667.0;16306792.0;;14508394.0;6458909.0;12049783.0;5590727.0;3438084.0;6370159.0;2931993.0;4925231.0;;4149805.0;1487147.0;2705001.0;1217812.0;501093.0;866594.0;365483.0;611995.0;;433564.0;110902.0;178989.0;68081.0;237096816.0;501054240.0;263958336.0;371299136.0;762535360.0;391235328.0;196104064.0;408352928.0;212248992.0;121685616.0;250526272.0;128840416.0;53509444.0;103656184.0;50145936.0;336174848.0;695693376.0;359518208.0;35124260.0;66842048.0;31717126.0;5552203.0;10142787.0;4590436.0;608395968.0;1263589632.0;655193664.0;;;0.853656828403;20.6527843475;;16.024728775;53.4372329712;4.58689498901;
;IN;2011;p0p100;14387.6435547;8613.6875;147322.078125;88199.734375;132934.421875;79586.046875;-1608.00830078;-962.692871094;131326.421875;78623.3515625;131326.257777;1.07451105935e+13;1.10024403714e+14;9.92792931205e+13;-1.20090735411e+12;9.80783883878e+13;60503452.0;127803192.0;67299944.0;60355044.0;127831544.0;67476728.0;59084880.0;124856752.0;65772068.0;14203.0;20628.0;6425.0;57016296.0;120125480.0;63109336.0;55136372.0;115217904.0;60081596.0;106771896.0;;115997216.0;51635528.0;107551120.0;55915624.0;45712408.0;94963736.0;49251328.0;86321056.0;;92876984.0;40608640.0;84234312.0;43625660.0;35959280.0;74414520.0;38455216.0;67830568.0;;72390928.0;31871288.0;65807040.0;33935720.0;27618572.0;56827624.0;29209004.0;51120372.0;;53804308.0;23501800.0;48097168.0;24595304.0;17461788.0;34808752.0;17346828.0;30425230.0;;29687336.0;12963444.0;25304100.0;12340506.0;9686558.0;18410232.0;8723516.0;15892157.0;;14123045.0;6205599.0;11605247.0;5399529.0;3271565.0;6078087.0;2806455.0;4674400.0;;3940328.0;1402835.0;2536743.0;1133873.0;463675.0;794640.0;330950.0;562553.0;;389255.0;98878.0;157187.0;58305.0;236959664.0;500616960.0;263658064.0;363612448.0;746829056.0;383215840.0;193092960.0;401967072.0;208874208.0;118950936.0;245146352.0;126195240.0;51568544.0;99715616.0;48146388.0;329505696.0;681922176.0;352416288.0;34106756.0;64906864.0;30799558.0;5251156.0;9587285.0;4336008.0;600572096.0;1247446016.0;646873920.0;;;0.790325343609;19.368188858;;15.1094350815;46.6704673767;4.31016397476;
;IN;2010;p0p100;13798.9228516;8197.43652344;139986.609375;83160.9296875;126187.679688;74963.5;-1709.21228027;-1015.38067627;124478.46875;73948.1171875;124478.001764;1.009091661e+13;1.02369815691e+14;9.22788990812e+13;-1.24991779635e+12;9.1028979712e+13;60787440.0;128485304.0;67697864.0;60266684.0;127619888.0;67353200.0;58820448.0;124198752.0;65378304.0;13441.0;19291.0;5850.0;56747692.0;119397592.0;62649900.0;54770040.0;114298224.0;59528180.0;105525272.0;;114492920.0;50755232.0;105719976.0;54964744.0;44652056.0;92782648.0;48130588.0;84447832.0;;90942768.0;39795780.0;82607960.0;42812176.0;35220872.0;72947304.0;37726436.0;66447868.0;;71055920.0;31227000.0;64556488.0;33329488.0;26997590.0;55624684.0;28627092.0;49789720.0;;52462444.0;22792128.0;46627484.0;23835352.0;16705767.0;33174300.0;16468533.0;29412958.0;;28546092.0;12707191.0;24784750.0;12077558.0;9508729.0;18039058.0;8530330.0;15464099.0;;13732919.0;5955370.0;11157959.0;5202589.0;3094706.0;5755233.0;2660527.0;4398806.0;;3696444.0;1304100.0;2340017.0;1035917.0;416469.0;704886.0;288417.0;507474.0;;340121.0;91005.0;142709.0;51704.0;236622272.0;499701536.0;263079280.0;356007456.0;731282944.0;375275488.0;189973104.0;395408800.0;205435680.0;116237592.0;239755952.0;123518368.0;49796776.0;96118200.0;46321424.0;322916480.0;668339072.0;345422592.0;33091012.0;62943904.0;29852892.0;4919721.0;8962136.0;4042415.0;592629760.0;1230984448.0;638354752.0;;;0.72744679451;18.0232467651;;14.1943264008;45.7258110046;4.28748607635;
;IN;2009;p0p100;13265.1933594;7816.53808594;130658.375;76990.671875;117393.179688;69174.1328125;-1139.92736816;-671.704162598;116253.242188;68502.4296875;116251.268522;9.49070122189e+12;9.34807013949e+13;8.39899980759e+13;-8.15571206144e+11;8.31744240517e+13;61075280.0;129129080.0;68053960.0;60214440.0;127433232.0;67218968.0;58519084.0;123489312.0;64970372.0;12673.0;18007.0;5334.0;56489788.0;118671584.0;62181896.0;54319956.0;113238968.0;58919040.0;104099888.0;;112802448.0;49779928.0;103663320.0;53883408.0;43676808.0;90777120.0;47100308.0;82647896.0;;89069432.0;38971088.0;80940208.0;41969120.0;34501820.0;71513936.0;37012108.0;65037604.0;;69669032.0;30535788.0;63192728.0;32656924.0;26369044.0;54395392.0;28026316.0;48260616.0;;50852904.0;21891572.0;44718208.0;22826584.0;15997055.0;31687888.0;15690724.0;28410594.0;;27462944.0;12413539.0;24185876.0;11772219.0;9264746.0;17574058.0;8309192.0;15000970.0;;13355610.0;5736224.0;10782724.0;5046418.0;2984557.0;5579727.0;2595126.0;4265879.0;;3621316.0;1281322.0;2307538.0;1026190.0;427250.0;726251.0;298989.0;526598.0;;356663.0;99348.0;157025.0;57674.0;236298592.0;498723232.0;262425184.0;348262720.0;715458944.0;367195680.0;186747776.0;388619584.0;201871872.0;113298216.0;233820272.0;120521936.0;48216716.0;93019096.0;44801868.0;316043072.0;654127744.0;338084544.0;32219658.0;61331204.0;29111142.0;4805150.0;8788548.0;3983313.0;584561344.0;1214182144.0;629620864.0;;;0.671785473824;16.7535991669;;13.2689418793;48.4052658081;4.23308086395;
;IN;2008;p0p100;12402.3330078;7249.58300781;124446.53125;72743.2109375;112044.203125;65493.625;-168.072509766;-98.2440643311;111876.125;65395.3789062;111871.695283;8.67825876992e+12;8.70787170959e+13;7.84004588503e+13;-1.17605031936e+11;7.82828505661e+13;61272144.0;129578512.0;68306560.0;60078352.0;127051472.0;66973296.0;58181220.0;122706464.0;64525388.0;11909.0;16784.0;4875.0;56286908.0;118005760.0;61718936.0;53789420.0;112064488.0;58275100.0;102469368.0;;110938320.0;48679948.0;101343152.0;52663224.0;42794024.0;88980128.0;46186112.0;80936432.0;;87301224.0;38142408.0;79257520.0;41115116.0;33825444.0;70173144.0;36347696.0;63654072.0;;68310968.0;29828628.0;61791916.0;31963276.0;25801692.0;53298076.0;27496362.0;46679716.0;;49132256.0;20878024.0;42513988.0;21635896.0;15451400.0;30581696.0;15130177.0;27643150.0;;26637724.0;12191751.0;23699426.0;11507548.0;8997410.0;17076916.0;8079378.0;14521438.0;;12978516.0;5524028.0;10423249.0;4899138.0;2875896.0;5392128.0;2516186.0;4123116.0;;3516723.0;1247220.0;2247785.0;1000537.0;422525.0;716498.0;293960.0;518740.0;;348748.0;96215.0;151006.0;54788.0;235818624.0;497342176.0;261524176.0;340557952.0;699727936.0;359169376.0;183405792.0;381645280.0;198239552.0;110333792.0;227777120.0;117443224.0;46818356.0;90305496.0;43486584.0;309191008.0;640004096.0;330812960.0;31366954.0;59723792.0;28356410.0;4653765.0;8524201.0;3870346.0;576376576.0;1197070080.0;620693568.0;;;0.629753291607;15.8577022552;;12.5367689133;43.5051841736;3.911485672;
;IN;2007;p0p100;11771.0664062;6826.09667969;121028.117188;70184.7734375;109257.039062;63358.6757812;-525.834350586;-304.933837891;108731.203125;63053.7382812;108729.595704;8.0526484439e+12;8.27959720018e+13;7.47433193636e+13;-3.59726055424e+11;7.43835906867e+13;61373928.0;129813104.0;68439272.0;59870848.0;126518776.0;66648016.0;57838408.0;121896352.0;64058016.0;11171.0;15639.0;4468.0;56101912.0;117352168.0;61250296.0;53158948.0;110724736.0;57565800.0;100668184.0;;108937600.0;47509240.0;98881024.0;51371800.0;41977768.0;87333208.0;45355444.0;79299704.0;;85623168.0;37321936.0;77589648.0;40267720.0;33177244.0;68894664.0;35717420.0;62299528.0;;66987132.0;29122284.0;60392000.0;31269712.0;25246220.0;52216528.0;26970300.0;45072784.0;;47336756.0;19826568.0;40193068.0;20366458.0;15043585.0;29787722.0;14744076.0;27063962.0;;26017456.0;12020377.0;23293826.0;11273379.0;8712875.0;16554519.0;7841580.0;14025582.0;;12597221.0;5312707.0;10068387.0;4755641.0;2764691.0;5184732.0;2420016.0;3964921.0;;3377894.0;1200230.0;2158122.0;957878.0;403982.0;680838.0;276850.0;492127.0;;325284.0;88145.0;136581.0;48434.0;235185088.0;495580416.0;260395600.0;332897984.0;684105280.0;351206976.0;179967888.0;374528640.0;194560768.0;107372312.0;221696256.0;114323888.0;45557760.0;87880368.0;42322320.0;302383776.0;626012608.0;323628704.0;30514178.0;58092644.0;27578246.0;4468219.0;8175912.0;3707646.0;568083072.0;1179685632.0;611602560.0;;;0.583279788494;14.9903488159;;11.8356266022;41.3485336304;3.90557265282;
;IN;2006;p0p100;11003.6865234;6331.21533203;112607.367188;64791.1523438;101603.6875;58459.9375;-734.173156738;-422.422851562;100869.507812;58037.515625;100868.621512;7.35743154586e+12;7.5293041623e+13;6.793561165e+13;-4.9089265664e+11;6.74447186985e+13;61393828.0;129835352.0;68441536.0;59605008.0;125876008.0;66271016.0;57527656.0;121116992.0;63589348.0;10500.0;14607.0;4107.0;55869892.0;116626656.0;60756768.0;52410224.0;109158784.0;56748560.0;98765832.0;;106869168.0;46355612.0;96476224.0;50120608.0;41175088.0;85720976.0;44545892.0;77706408.0;;84005736.0;36531316.0;75991160.0;39459844.0;32533268.0;67629552.0;35096284.0;60979584.0;;65710048.0;28446312.0;59060080.0;30613768.0;24621082.0;50957096.0;26336016.0;43481720.0;;45532932.0;18860636.0;38057564.0;19196918.0;14723092.0;29165308.0;14442208.0;26586600.0;;25500854.0;11863507.0;22922164.0;11058646.0;8430457.0;16038274.0;7607808.0;13529535.0;;12215168.0;5099078.0;9706443.0;4607360.0;2645485.0;4952549.0;2307059.0;3784602.0;;3204794.0;1139117.0;2036854.0;897735.0;373828.0;624104.0;250275.0;453346.0;;292312.0;79518.0;121555.0;42037.0;234396384.0;493455008.0;259058672.0;325298112.0;668633344.0;343335136.0;176472240.0;367347136.0;190874912.0;104461296.0;215704304.0;111242984.0;44364584.0;85581856.0;41217236.0;295656640.0;612216768.0;316560096.0;29641490.0;56416552.0;26775028.0;4248448.0;7749669.0;3501213.0;559694528.0;1162088320.0;602393792.0;;;0.550704658031;14.5064601898;;11.4725799561;45.3070068359;3.96469855309;
;IN;2005;p0p100;10392.4560547;5933.90283203;105484.351562;60229.6445312;95091.8984375;54295.7382812;-885.63848877;-505.683410645;94206.2578125;53790.0546875;94205.5799136;6.79032075059e+12;6.89223636091e+13;6.21320412856e+13;-5.7866682368e+11;6.15533741343e+13;61308080.0;129592176.0;68284096.0;59301336.0;125165560.0;65864224.0;57271560.0;120409184.0;63137624.0;9917.0;13705.0;3788.0;55545424.0;115769952.0;60224528.0;51540480.0;107344408.0;55803932.0;96822120.0;;104789464.0;45281640.0;94267168.0;48985528.0;40355160.0;84075408.0;43720248.0;76140944.0;;82433848.0;35785784.0;74499392.0;38713608.0;31880736.0;66351676.0;34470936.0;59699816.0;;64487852.0;27819080.0;57835992.0;30016912.0;23880432.0;49406352.0;25525922.0;41943448.0;;43775648.0;18063016.0;36312744.0;18249728.0;14457404.0;28619990.0;14162585.0;26148972.0;;25013414.0;11691569.0;22542400.0;10850830.0;8160547.0;15547101.0;7386554.0;13043390.0;;11832392.0;4882843.0;9328681.0;4445838.0;2514776.0;4694263.0;2179487.0;3579151.0;;3001867.0;1064375.0;1886755.0;822380.0;335256.0;552281.0;217025.0;408607.0;;254790.0;73351.0;111116.0;37765.0;233426400.0;490936864.0;257510464.0;317796384.0;653389440.0;335593056.0;172963056.0;360186368.0;187223312.0;101643264.0;209906768.0;108263504.0;43190040.0;83296288.0;40106252.0;289063712.0;598713152.0;309649408.0;28732634.0;54676300.0;25943668.0;3997675.0;7258120.0;3260445.0;551222720.0;1144326272.0;593103488.0;;;0.520057559013;13.9664907455;;11.1670923233;44.0999755859;3.87110114098;
;IN;2004;p0p100;9846.41113281;5575.93457031;99131.53125;56137.296875;89285.125;50561.3632812;-725.799804688;-411.013916016;88559.3203125;50150.3476562;88560.7104875;6.28084021658e+12;6.32341366047e+13;5.69532963881e+13;-4.62974025728e+11;5.6490320724e+13;61315204.0;129511168.0;68195992.0;59068804.0;124587120.0;65518344.0;57054340.0;119750704.0;62696380.0;9438.0;12945.0;3507.0;55079576.0;114689176.0;59609604.0;50546600.0;105247008.0;54700412.0;94853504.0;;102642496.0;44306896.0;92248976.0;47942088.0;39533880.0;82397656.0;42863776.0;74605296.0;;80851312.0;35071420.0;73058952.0;37987536.0;31192716.0;64982108.0;33789392.0;58387948.0;;63197460.0;27195236.0;56603300.0;29408064.0;22968048.0;47436432.0;24468380.0;40304544.0;;41905164.0;17336496.0;34773296.0;17436784.0;14157042.0;27995516.0;13838456.0;25554368.0;;24424046.0;11397325.0;21982940.0;10585591.0;7847716.0;15019966.0;7172234.0;12536779.0;;11485507.0;4689063.0;9002347.0;4313273.0;2433420.0;4558131.0;2124706.0;3481536.0;;2945109.0;1048116.0;1868523.0;820403.0;342757.0;569697.0;226938.0;422611.0;;270449.0;79854.0;123366.0;43511.0;232517920.0;488538144.0;256020336.0;310156032.0;637881152.0;327725056.0;169458800.0;352952608.0;183493808.0;98692496.0;203795120.0;105102624.0;42004732.0;81133432.0;39128616.0;282308352.0;584743232.0;302434880.0;27847690.0;53137916.0;25290162.0;3913585.0;7132662.0;3219065.0;542673920.0;1126419328.0;583745344.0;;;0.493972450495;13.5201883316;;10.9482059479;45.3164672852;3.83305907249;
;IN;2003;p0p100;9532.62597656;5354.31298828;93682.2421875;52619.7109375;84149.6171875;47265.3984375;-737.245422363;-414.098114014;83412.3671875;46851.3007812;83411.0113786;5.93455742976e+12;5.8322086527e+13;5.23875280486e+13;-4.58973741056e+11;5.19285537505e+13;61346792.0;129415888.0;68069224.0;58725844.0;123808904.0;65083172.0;56863408.0;119109696.0;62246352.0;9046.0;12304.0;3258.0;54525352.0;113482888.0;58957556.0;49426092.0;102886632.0;53460560.0;92845752.0;;100479104.0;43419656.0;90438176.0;47018544.0;38698896.0;80694000.0;41995132.0;73089768.0;;79305760.0;34390872.0;71701480.0;37310624.0;30478700.0;63560816.0;33082132.0;57104252.0;;61953712.0;26625552.0;55497116.0;28871580.0;21927388.0;45141492.0;23214082.0;38695472.0;;40065168.0;16768085.0;33619240.0;16851088.0;13926325.0;27486940.0;13560530.0;24999800.0;;23872816.0;11073476.0;21385856.0;10312286.0;7550222.0;14526805.0;6976515.0;12060552.0;;11153205.0;4510330.0;8687059.0;4176690.0;2350709.0;4413324.0;2062587.0;3369921.0;;2864013.0;1019212.0;1820655.0;801426.0;338394.0;562514.0;224111.0;414696.0;;265597.0;76302.0;117790.0;41486.0;231461392.0;485817376.0;254356304.0;302589248.0;622552192.0;319962624.0;165935520.0;345720288.0;179784864.0;95799728.0;197818672.0;102018880.0;40854016.0;79013240.0;38158892.0;275661568.0;571025856.0;295364288.0;26927692.0;51526308.0;24598360.0;3793663.0;6926587.0;3132868.0;534050624.0;1108369536.0;574318912.0;;;0.459785938263;12.8270540237;;10.4704904556;46.5832824707;3.80444121361;
;IN;2002;p0p100;9094.11816406;5067.59423828;89497.3359375;49871.375;80403.21875;44803.78125;-547.96673584;-305.348236084;79855.25;44498.4296875;79852.2176427;5.52463708979e+12;5.43692402196e+13;4.88446036541e+13;-3.32887392256e+11;4.85117143286e+13;61308744.0;129167552.0;67859024.0;58363016.0;122971536.0;64608728.0;56659952.0;118434760.0;61774904.0;8694.0;11725.0;3031.0;53878196.0;112119920.0;58241752.0;48237248.0;100391608.0;52154392.0;90830496.0;;98332912.0;42593256.0;88771736.0;46178520.0;37867440.0;79000008.0;41132616.0;71600440.0;;77799368.0;33732996.0;70399704.0;36666752.0;29759374.0;62129904.0;32370570.0;55820572.0;;60706684.0;26061196.0;54397276.0;28336116.0;20838832.0;42714804.0;21875912.0;37174816.0;;38321144.0;16335984.0;32781340.0;16445232.0;13741186.0;27060232.0;13318884.0;24474118.0;;23354968.0;10732931.0;20769182.0;10036084.0;7267373.0;14059406.0;6791920.0;11607073.0;;10826805.0;4339700.0;8374655.0;4034885.0;2263756.0;4252654.0;1988848.0;3240813.0;;2753909.0;977057.0;1742149.0;765061.0;323753.0;535896.0;212129.0;391342.0;;247853.0;67589.0;103318.0;35724.0;230209904.0;482693760.0;252484400.0;295148384.0;607495616.0;312346688.0;162430944.0;338563072.0;176132288.0;92995384.0;192023328.0;99027832.0;39722040.0;76909216.0;37186568.0;269167488.0;557646656.0;288479008.0;25980854.0;49848984.0;23867682.0;3640849.0;6645742.0;3004793.0;525358240.0;1090189312.0;564831040.0;;;0.443747311831;12.6515674591;;10.3066635132;48.6103210449;3.79846954346;
;IN;2001;p0p100;8719.53613281;4822.86865234;87904.0625;48620.6757812;79184.5234375;43797.8085938;-664.104125977;-367.323120117;78520.421875;43430.4882812;78517.5274042;5.16957614899e+12;5.21159300874e+13;4.69463539384e+13;-3.9372931072e+11;4.65526262333e+13;61092824.0;128615968.0;67523336.0;58044624.0;122174424.0;64129984.0;56402220.0;117670360.0;61268212.0;8322.0;11136.0;2814.0;53133932.0;110554632.0;57420728.0;47078492.0;97972800.0;50894336.0;88859856.0;;96251264.0;41781372.0;87138248.0;45356924.0;37068976.0;77377808.0;40308880.0;70149400.0;;76338496.0;33080424.0;69109984.0;36029608.0;29071636.0;60765640.0;31694050.0;54493884.0;;59375464.0;25422248.0;53103624.0;27681414.0;19835048.0;40479800.0;20644684.0;35829304.0;;36770296.0;15994259.0;32119984.0;16125613.0;13565147.0;26664988.0;13099683.0;23967090.0;;22873018.0;10401943.0;20175428.0;9773334.0;6999582.0;13608381.0;6608702.0;11170557.0;;10497026.0;4170975.0;8059362.0;3888324.0;2169191.0;4069359.0;1900122.0;3091864.0;;2612873.0;922673.0;1635454.0;712751.0;299965.0;492775.0;192797.0;358352.0;;222445.0;58387.0;88039.0;29648.0;228673600.0;479015360.0;250342272.0;287928640.0;592872832.0;304943680.0;159009264.0;331598848.0;172589744.0;90323184.0;186469040.0;96145760.0;38596184.0;74804920.0;36208176.0;262897600.0;544732864.0;281835200.0;25031038.0;48139932.0;23108492.0;3458538.0;6296763.0;2838132.0;516602240.0;1071888192.0;555285952.0;;;0.428294479847;12.5120353699;;10.1003751755;47.1864128113;3.6680855751;
