Variable Name;.;.;.;Consumption of fixed capital of national economy | individuals | Average | Adults | constant 2015 local currency;Consumption of fixed capital of national economy | individuals | Average | All Ages | constant 2015 local currency;Gross domestic product | individuals | Average | Adults | constant 2015 local currency;Gross domestic product | individuals | Average | All Ages | constant 2015 local currency;Net domestic product | individuals | Average | Adults | constant 2015 local currency;Net domestic product | individuals | Average | All Ages | constant 2015 local currency;Net foreign income | individuals | Average | Adults | constant 2015 local currency;Net foreign income | individuals | Average | All Ages | constant 2015 local currency;National income | individuals | Average | Adults | constant 2015 local currency;National income | individuals | Average | All Ages | constant 2015 local currency;Pre-tax national income  | individuals | Average | Adults | constant 2015 local currency;Consumption of fixed capital of national economy | individuals | Total | All Ages | constant 2015 local currency;Gross domestic product | individuals | Total | All Ages | constant 2015 local currency;Net domestic product | individuals | Total | All Ages | constant 2015 local currency;Net foreign income | individuals | Total | All Ages | constant 2015 local currency;National income | individuals | Total | All Ages | constant 2015 local currency;Pre-tax national income  | individuals | Total | All Ages | constant 2015 local currency;Population | female | Population | 0 to 4 | population;Population | individuals | Population | 0 to 4 | population;Population | male | Population | 0 to 4 | population;Population | female | Population | 5 to 9 | population;Population | individuals | Population | 5 to 9 | population;Population | male | Population | 5 to 9 | population;Population | female | Population | 10 to 14 | population;Population | individuals | Population | 10 to 14 | population;Population | male | Population | 10 to 14 | population;Population | female | Population | 100+ | population;Population | individuals | Population | 100+ | population;Population | male | Population | 100+ | population;Population | female | Population | 15 to 19 | population;Population | individuals | Population | 15 to 19 | population;Population | male | Population | 15 to 19 | population;Population | female | Population | 20 to 24 | population;Population | individuals | Population | 20 to 24 | population;Population | male | Population | 20 to 24 | population;Population | female | Population | 20 to 29 | population;Population | individuals | Population | 20 to 29 | population;Population | male | Population | 20 to 29 | population;Population | female | Population | 25 to 29 | population;Population | individuals | Population | 25 to 29 | population;Population | male | Population | 25 to 29 | population;Population | female | Population | 30 to 34 | population;Population | individuals | Population | 30 to 34 | population;Population | male | Population | 30 to 34 | population;Population | female | Population | 30 to 39 | population;Population | individuals | Population | 30 to 39 | population;Population | male | Population | 30 to 39 | population;Population | female | Population | 35 to 39 | population;Population | individuals | Population | 35 to 39 | population;Population | male | Population | 35 to 39 | population;Population | female | Population | 40 to 44 | population;Population | individuals | Population | 40 to 44 | population;Population | male | Population | 40 to 44 | population;Population | female | Population | 40 to 49  | population;Population | individuals | Population | 40 to 49  | population;Population | male | Population | 40 to 49  | population;Population | female | Population | 45 to 49 | population;Population | individuals | Population | 45 to 49 | population;Population | male | Population | 45 to 49 | population;Population | female | Population | 50 to 54 | population;Population | individuals | Population | 50 to 54 | population;Population | male | Population | 50 to 54 | population;Population | female | Population | 50 to 59 | population;Population | individuals | Population | 50 to 59 | population;Population | male | Population | 50 to 59 | population;Population | female | Population | 55 to 59 | population;Population | individuals | Population | 55 to 59 | population;Population | male | Population | 55 to 59 | population;Population | female | Population | 60 to 64 | population;Population | individuals | Population | 60 to 64 | population;Population | male | Population | 60 to 64 | population;Population | female | Population | 60 to 69 | population;Population | individuals | Population | 60 to 69 | population;Population | male | Population | 60 to 69 | population;Population | female | Population | 65 to 69 | population;Population | individuals | Population | 65 to 69 | population;Population | male | Population | 65 to 69 | population;Population | female | Population | 70 to 74 | population;Population | individuals | Population | 70 to 74 | population;Population | male | Population | 70 to 74 | population;Population | female | Population | 70 to 79 | population;Population | individuals | Population | 70 to 79 | population;Population | male | Population | 70 to 79 | population;Population | female | Population | 75 to 79 | population;Population | individuals | Population | 75 to 79 | population;Population | male | Population | 75 to 79 | population;Population | female | Population | 80 to 84 | population;Population | individuals | Population | 80 to 84 | population;Population | male | Population | 80 to 84 | population;Population | female | Population | 80 to 89 | population;Population | individuals | Population | 80 to 89 | population;Population | male | Population | 80 to 89 | population;Population | female | Population | 85 to 89 | population;Population | individuals | Population | 85 to 89 | population;Population | male | Population | 85 to 89 | population;Population | female | Population | 90 to 94 | population;Population | individuals | Population | 90 to 94 | population;Population | male | Population | 90 to 94 | population;Population | female | Population | 90 to 99 | population;Population | individuals | Population | 90 to 99 | population;Population | male | Population | 90 to 99 | population;Population | female | Population | 95 to 99 | population;Population | individuals | Population | 95 to 99 | population;Population | male | Population | 95 to 99 | population;Population | female | Population | Children | population;Population | individuals | Population | Children | population;Population | male | Population | Children | population;Population | female | Population | Adults | population;Population | individuals | Population | Adults | population;Population | male | Population | Adults | population;Population | female | Population | 20 to 39 | population;Population | individuals | Population | 20 to 39 | population;Population | male | Population | 20 to 39 | population;Population | female | Population | 40 to 59 | population;Population | individuals | Population | 40 to 59 | population;Population | male | Population | 40 to 59 | population;Population | female | Population | Over 60 | population;Population | individuals | Population | Over 60 | population;Population | male | Population | Over 60 | population;Population | female | Population | 20 to 64 | population;Population | individuals | Population | 20 to 64 | population;Population | male | Population | 20 to 64 | population;Population | female | Population | Over 65 | population;Population | individuals | Population | Over 65 | population;Population | male | Population | Over 65 | population;Population | female | Population | Over 80 | population;Population | individuals | Population | Over 80 | population;Population | male | Population | Over 80 | population;Population | female | Population | All Ages | population;Population | individuals | Population | All Ages | population;Population | male | Population | All Ages | population;Number of tax units - adults | tax unit | Population | Adults | population;National income price index | individuals | Indices | All Ages | population;PPP conversion factor, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per EUR | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per USD | individuals | Exchange rates | All Ages | local currency per foreign currency;PPP conversion factor, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency;Market exchange rate, LCU per CNY | individuals | Exchange rates | All Ages | local currency per foreign currency
Variable Code;country;year;perc;aconfc992i;aconfc999i;agdpro992i;agdpro999i;andpro992i;andpro999i;annfin992i;annfin999i;anninc992i;anninc999i;aptinc992i;mconfc999i;mgdpro999i;mndpro999i;mnnfin999i;mnninc999i;mptinc999i;npopul001f;npopul001i;npopul001m;npopul051f;npopul051i;npopul051m;npopul101f;npopul101i;npopul101m;npopul111f;npopul111i;npopul111m;npopul151f;npopul151i;npopul151m;npopul201f;npopul201i;npopul201m;npopul202f;npopul202i;npopul202m;npopul251f;npopul251i;npopul251m;npopul301f;npopul301i;npopul301m;npopul302f;npopul302i;npopul302m;npopul351f;npopul351i;npopul351m;npopul401f;npopul401i;npopul401m;npopul402f;npopul402i;npopul402m;npopul451f;npopul451i;npopul451m;npopul501f;npopul501i;npopul501m;npopul502f;npopul502i;npopul502m;npopul551f;npopul551i;npopul551m;npopul601f;npopul601i;npopul601m;npopul602f;npopul602i;npopul602m;npopul651f;npopul651i;npopul651m;npopul701f;npopul701i;npopul701m;npopul702f;npopul702i;npopul702m;npopul751f;npopul751i;npopul751m;npopul801f;npopul801i;npopul801m;npopul802f;npopul802i;npopul802m;npopul851f;npopul851i;npopul851m;npopul901f;npopul901i;npopul901m;npopul902f;npopul902i;npopul902m;npopul951f;npopul951i;npopul951m;npopul991f;npopul991i;npopul991m;npopul992f;npopul992i;npopul992m;npopul993f;npopul993i;npopul993m;npopul994f;npopul994i;npopul994m;npopul995f;npopul995i;npopul995m;npopul996f;npopul996i;npopul996m;npopul997f;npopul997i;npopul997m;npopul998f;npopul998i;npopul998m;npopul999f;npopul999i;npopul999m;ntaxad992t;inyixx999i;xlceup999i;xlceux999i;xlcusp999i;xlcusx999i;xlcyup999i;xlcyux999i
;HU;2017;p0p100;790892.3125;678932.5625;4498914.0;3862041.5;3708021.5;3183109.0;-242975.5;-208579.5625;3465046.25;2974529.5;;6.64890454835e+12;3.78216455864e+13;3.11727405138e+13;-2.04265593242e+12;2.91300851057e+13;;154376.0;318413.0;164037.0;170350.0;349487.0;179136.0;173383.0;356501.0;183118.0;683.0;881.0;197.0;175942.0;361933.0;185991.0;310429.0;635839.0;325409.0;637567.0;1306343.0;668777.0;327138.0;670504.0;343368.0;323651.0;656835.0;333182.0;726865.0;1468669.0;741802.0;403213.0;811834.0;408620.0;433173.0;873421.0;440245.0;814574.0;1634026.0;819451.0;381400.0;760606.0;379206.0;321795.0;628739.0;306943.0;673249.0;1290314.0;617066.0;351454.0;661576.0;310123.0;423777.0;770416.0;346639.0;789903.0;1411250.0;621346.0;366127.0;640834.0;274707.0;290761.0;483134.0;192373.0;527390.0;850248.0;322861.0;236629.0;367113.0;130488.0;169562.0;247036.0;77474.0;263320.0;377646.0;114324.0;93758.0;130610.0;36849.0;41319.0;54656.0;13348.0;51132.0;67462.0;16334.0;9813.0;12806.0;2986.0;982287.0;1386335.0;1038001.0;4484682.0;8406839.0;3922158.0;1364432.0;2775012.0;1410580.0;1487822.0;2924341.0;1436517.0;1632428.0;2707486.0;1075062.0;3276031.0;6031980.0;3193735.0;1208652.0;1937070.0;728423.0;315135.0;445989.0;130856.0;5466970.0;9793174.0;4960160.0;;1.0;165.885574341;309.066680908;125.968894959;274.292572022;38.6677360535;40.5810508728
;HU;2016;p0p100;752830.0;645447.8125;4317715.5;3701845.0;3564885.25;3056397.0;-161258.828125;-138257.1875;3403626.5;2918140.0;;6.34160886579e+12;3.63711084626e+13;3.00294990725e+13;-1.35839481856e+12;2.86711045161e+13;;156011.0;321675.0;165664.0;172882.0;354579.0;181697.0;173286.0;356644.0;183357.0;725.0;933.0;208.0;179238.0;368538.0;189300.0;322749.0;660885.0;338134.0;644791.0;1321106.0;676313.0;322042.0;660221.0;338178.0;330738.0;669211.0;338474.0;753363.0;1520624.0;767260.0;422625.0;851412.0;428786.0;424838.0;857234.0;432395.0;795241.0;1594041.0;798798.0;370403.0;736806.0;366403.0;317575.0;619360.0;301785.0;689041.0;1316436.0;627395.0;371466.0;697076.0;325610.0;433028.0;787259.0;354233.0;780118.0;1392494.0;612376.0;347090.0;605234.0;258144.0;291476.0;483839.0;192365.0;524612.0;842066.0;317457.0;233136.0;358227.0;125093.0;169393.0;247182.0;77789.0;259259.0;371243.0;111982.0;89866.0;124061.0;34194.0;42329.0;56020.0;13696.0;49050.0;64752.0;15704.0;6721.0;8732.0;2008.0;990668.0;1401437.0;1046788.0;4496200.0;8423693.0;3927494.0;1398154.0;2841730.0;1443573.0;1484283.0;2910477.0;1426193.0;1613764.0;2671487.0;1057728.0;3315464.0;6096961.0;3223999.0;1180737.0;1884228.0;703495.0;309034.0;436927.0;127894.0;5486869.0;9825130.0;4974282.0;;0.9646340609;161.74055481;;123.7006073;281.523345947;37.0733985901;
;HU;2015;p0p100;717881.875;613898.625;4198472.5;3590335.25;3480590.75;2976436.5;-248593.234375;-212585.171875;3231997.5;2763851.5;;6.0505849856e+12;3.53863446036e+13;2.93357590938e+13;-2.09523952845e+12;2.72405196964e+13;;160965.0;331301.0;170336.0;174505.0;358017.0;183512.0;173856.0;358048.0;184191.0;739.0;948.0;209.0;185026.0;380249.0;195224.0;329731.0;675241.0;345513.0;648911.0;;680144.0;319180.0;653810.0;334631.0;342282.0;691194.0;348911.0;777248.0;;790907.0;434966.0;876961.0;441997.0;415770.0;839048.0;423279.0;774883.0;;777241.0;359113.0;713077.0;353963.0;319814.0;621933.0;302118.0;710396.0;;642982.0;390582.0;731446.0;340863.0;434370.0;789674.0;355302.0;767791.0;;601111.0;333421.0;579228.0;245809.0;290736.0;481015.0;190279.0;521964.0;;311388.0;231227.0;352338.0;121109.0;168204.0;245094.0;76891.0;254411.0;;108449.0;86207.0;117768.0;31558.0;40381.0;53426.0;13045.0;45169.0;;14443.0;4788.0;6186.0;1399.0;1004668.0;1427615.0;1060968.0;4501512.0;8428385.0;3926875.0;1426159.0;2897207.0;1471051.0;1485279.0;2905503.0;1420223.0;1590074.0;2625675.0;1035601.0;3345808.0;6146298.0;3246577.0;1155704.0;1836001.0;680299.0;300320.0;423422.0;123102.0;5506180.0;9856000.0;4987844.0;8428385.0;0.9607945085;162.310775757;;124.78012085;279.332489014;36.7012901306;
;HU;2014;p0p100;680874.0625;582610.125;3987273.5;3411829.25;3306399.25;2829219.0;-233139.453125;-199492.71875;3073259.75;2629726.25;;5.75444038451e+12;3.36986363658e+13;2.79441959813e+13;-1.97038951629e+12;2.5973806334e+13;;160871.0;330803.0;169929.0;171836.0;352785.0;180946.0;171458.0;353129.0;181668.0;719.0;922.0;201.0;189305.0;388734.0;199425.0;333155.0;682479.0;349318.0;652302.0;;682656.0;319147.0;652490.0;333338.0;359459.0;724934.0;365471.0;801679.0;;815450.0;442221.0;892206.0;449979.0;406977.0;820290.0;413307.0;755707.0;;755449.0;348730.0;690874.0;342141.0;328940.0;636658.0;307717.0;738842.0;;663966.0;409903.0;766150.0;356248.0;428319.0;778160.0;349844.0;753092.0;;587789.0;324773.0;562712.0;237945.0;287916.0;474314.0;186408.0;516485.0;;305395.0;228569.0;347544.0;118986.0;164708.0;240905.0;76203.0;251273.0;;108115.0;86565.0;118438.0;31912.0;41452.0;55538.0;14059.0;46757.0;;15689.0;5305.0;6934.0;1630.0;1022505.0;1425451.0;1079270.0;4516858.0;8451549.0;3934710.0;1453981.0;2952109.0;1498106.0;1494549.0;2913972.0;1419414.0;1568327.0;2585468.0;1017189.0;3376849.0;6178342.0;3267365.0;1140008.0;1807308.0;667345.0;298750.0;422738.0;124005.0;5539363.0;9877000.0;5013980.0;8451549.0;0.9614677429;164.756500244;;126.24923706;232.601669311;36.5036659241;
;HU;2013;p0p100;655791.75;561081.6875;3687908.5;3155297.25;3032117.0;2594215.75;-165550.546875;-141641.578125;2866566.25;2452574.0;;5.55975861862e+12;3.12658414797e+13;2.57060839096e+13;-1.4035264471e+12;2.4302556545e+13;;161779.0;332208.0;170425.0;169110.0;347552.0;178437.0;169508.0;349030.0;179517.0;675.0;861.0;186.0;196061.0;402277.0;206211.0;332047.0;680765.0;348708.0;652980.0;;681990.0;320934.0;654224.0;333282.0;382291.0;770638.0;388338.0;825541.0;;840261.0;443250.0;895184.0;451923.0;398062.0;800582.0;402510.0;736811.0;;733845.0;338749.0;670089.0;331334.0;344928.0;664504.0;319574.0;774791.0;;692501.0;429863.0;802785.0;372927.0;413700.0;750491.0;336796.0;735946.0;;572304.0;322245.0;557742.0;235508.0;284449.0;465325.0;180890.0;512534.0;;300021.0;228085.0;347199.0;119131.0;160202.0;234217.0;74031.0;250535.0;;107543.0;90333.0;123819.0;33512.0;39007.0;52549.0;13532.0;44332.0;;15171.0;5326.0;6963.0;1639.0;1045929.0;1431067.0;1103196.0;4534145.0;8477933.0;3943822.0;1478522.0;3000811.0;1522252.0;1511602.0;2937959.0;1426346.0;1544022.0;2539163.0;995225.0;3403824.0;6194893.0;3285393.0;1130321.0;1788672.0;658429.0;295542.0;418407.0;122900.0;5580074.0;9909000.0;5047019.0;8477933.0;0.9635872841;166.595657349;;128.712188721;223.695007324;36.753200531;
;HU;2012;p0p100;655355.75;560314.3125;3563286.0;3046528.75;2907930.25;2486214.5;-220726.609375;-188716.25;2687203.5;2297498.25;;5.5650418688e+12;3.02581242921e+13;2.4693081899e+13;-1.87432986214e+12;2.2818752299e+13;;162947.0;334165.0;171213.0;166458.0;342455.0;175992.0;168406.0;346632.0;178222.0;611.0;777.0;166.0;203416.0;417112.0;213690.0;327563.0;672188.0;344616.0;652514.0;;679828.0;324951.0;660171.0;335212.0;406578.0;819794.0;413204.0;845080.0;;861253.0;438502.0;886564.0;448049.0;388314.0;778866.0;390544.0;718724.0;;712931.0;330411.0;652802.0;322387.0;365215.0;700826.0;335611.0;812281.0;;723531.0;447066.0;834983.0;387920.0;393364.0;711828.0;318471.0;716751.0;;554805.0;323386.0;559707.0;236334.0;280305.0;454453.0;174163.0;509076.0;;294803.0;228771.0;349393.0;120640.0;154974.0;225458.0;70499.0;250675.0;;106267.0;95701.0;131456.0;35767.0;33653.0;45398.0;11743.0;39026.0;;13346.0;5373.0;6973.0;1603.0;1070522.0;1440365.0;1128366.0;4544738.0;8491635.0;3946930.0;1497594.0;3038716.0;1541082.0;1531005.0;2967477.0;1436462.0;1516138.0;2485442.0;969386.0;3421964.0;6202179.0;3296015.0;1122774.0;1773615.0;650915.0;290312.0;410061.0;119778.0;5615260.0;9932000.0;5075297.0;8491635.0;0.9472008944;165.775009155;;128.581954956;225.104171753;36.8267211914;
;HU;2011;p0p100;661839.9375;565242.3125;3684341.5;3146600.5;3022501.75;2581358.0;-253207.84375;-216251.375;2769293.75;2365106.75;;5.64450977382e+12;3.14219513774e+13;2.57774416036e+13;-2.15948617318e+12;2.36179559547e+13;;164504.0;337204.0;172696.0;165067.0;339858.0;174788.0;169994.0;349769.0;179771.0;547.0;693.0;146.0;210062.0;430657.0;220590.0;324134.0;665375.0;341236.0;658048.0;;683698.0;333914.0;676384.0;342462.0;428519.0;864586.0;436062.0;860880.0;;878505.0;432361.0;874812.0;442443.0;379125.0;758534.0;379406.0;707073.0;;698282.0;327948.0;646827.0;318876.0;388161.0;742836.0;354673.0;847664.0;;753874.0;459503.0;858704.0;399201.0;375328.0;677172.0;301847.0;701230.0;;539603.0;325902.0;563651.0;237755.0;277841.0;446567.0;168736.0;508004.0;;291083.0;230164.0;352501.0;122347.0;151374.0;218469.0;67105.0;251545.0;;104726.0;100171.0;137786.0;37622.0;26928.0;36235.0;9309.0;32670.0;;10950.0;5742.0;7381.0;1640.0;1096696.0;1457488.0;1155760.0;4567662.0;8528512.0;3960867.0;1518929.0;3081157.0;1562203.0;1554737.0;3006900.0;1452156.0;1493997.0;2440456.0;946508.0;3448994.0;6211267.0;3316206.0;1118669.0;1763283.0;644660.0;284762.0;400565.0;115822.0;5664358.0;9986000.0;5116627.0;8528512.0;0.8963835239;158.895095825;;123.999992371;201.054992676;35.3726196289;
;HU;2010;p0p100;665312.0625;567213.9375;3678096.0;3135772.75;3012784.25;2568558.75;-237105.84375;-202145.359375;2775678.25;2366413.5;;5.68008061747e+12;3.14016278774e+13;2.57215483085e+13;-2.02428357018e+12;2.36972639519e+13;;165339.0;339234.0;173895.0;164732.0;339325.0;174594.0;174387.0;358676.0;184290.0;491.0;620.0;129.0;214219.0;439296.0;225077.0;321918.0;660358.0;338441.0;668363.0;;692407.0;346445.0;700413.0;353966.0;442041.0;892634.0;450592.0;866052.0;;884602.0;424010.0;858021.0;434010.0;368330.0;735592.0;367261.0;699485.0;;687593.0;331155.0;651484.0;320332.0;409173.0;781926.0;372752.0;871189.0;;774623.0;462016.0;863886.0;401871.0;361641.0;650739.0;289097.0;687158.0;;524944.0;325517.0;561361.0;235846.0;276292.0;441189.0;164897.0;505982.0;;287000.0;229691.0;351790.0;122103.0;149842.0;214377.0;64538.0;250450.0;;102268.0;100608.0;138338.0;37730.0;20054.0;26810.0;6757.0;26247.0;;8494.0;6193.0;7930.0;1737.0;1114897.0;1476532.0;1175675.0;4575418.0;8537468.0;3962059.0;1534415.0;3111427.0;1577009.0;1570674.0;3032888.0;1462215.0;1470329.0;2393154.0;922835.0;3466730.0;6230141.0;3328322.0;1108688.0;1742415.0;633737.0;277188.0;388075.0;110891.0;5690315.0;10014000.0;5137734.0;8537468.0;0.8625637293;154.475265503;;121.901794434;207.944168091;36.7856254578;
;HU;2009;p0p100;667398.6875;568088.4375;3745621.75;3188265.75;3078223.0;2620177.25;-239700.484375;-204032.578125;2838522.5;2416144.75;;5.6984951849e+12;3.19814925025e+13;2.62829978419e+13;-2.04665074483e+12;2.42363473592e+13;;167017.0;342552.0;175530.0;164206.0;338075.0;173864.0;180565.0;370960.0;190390.0;447.0;562.0;115.0;215194.0;441045.0;225845.0;324540.0;663830.0;339283.0;689988.0;;713201.0;365449.0;739375.0;373918.0;449778.0;910587.0;460797.0;859922.0;;880000.0;410143.0;829355.0;419202.0;356819.0;712171.0;355345.0;695262.0;;679838.0;338442.0;662943.0;324494.0;425803.0;812202.0;386399.0;874939.0;;775675.0;449136.0;838410.0;389276.0;350792.0;630031.0;279246.0;673549.0;;510455.0;322757.0;553954.0;231209.0;273677.0;436568.0;162906.0;501545.0;;286103.0;227869.0;351051.0;123197.0;156016.0;224964.0;68960.0;254220.0;;107301.0;98203.0;136537.0;38341.0;18771.0;25378.0;6609.0;26780.0;;9054.0;8009.0;10449.0;2445.0;1123828.0;1492633.0;1183574.0;4576651.0;8538367.0;3961743.0;1549910.0;3143147.0;1593201.0;1570200.0;3025726.0;1455513.0;1456540.0;2369495.0;913028.0;3470903.0;6242957.0;3327960.0;1105748.0;1739464.0;633782.0;281446.0;397891.0;116471.0;5700479.0;10031000.0;5145317.0;8538367.0;0.8222697377;148.222305298;;118.067695618;202.341659546;37.4908905029;
;HU;2008;p0p100;648708.5625;551295.625;4018688.5;3415224.75;3369980.0;2863929.0;-288722.84375;-245366.96875;3081257.0;2618562.0;3081257.0;5.53776473702e+12;3.43059317391e+13;2.87681670021e+13;-2.46471118029e+12;2.63034555597e+13;26303471.3704;168814.0;346212.0;177391.0;163221.0;335907.0;172678.0;188395.0;386579.0;198176.0;410.0;515.0;105.0;214650.0;439703.0;225042.0;328248.0;669667.0;341405.0;718294.0;;742081.0;390046.0;790737.0;400676.0;447274.0;907380.0;460088.0;844323.0;;864978.0;397048.0;801953.0;404891.0;344882.0;687999.0;343110.0;696916.0;;677676.0;352034.0;686606.0;334566.0;440506.0;839313.0;398807.0;868401.0;;768283.0;427895.0;797366.0;369476.0;347178.0;623199.0;276033.0;665211.0;;500106.0;318033.0;542087.0;224074.0;273590.0;437901.0;164335.0;500080.0;;287842.0;226490.0;349971.0;123507.0;164797.0;238822.0;74046.0;254040.0;;109807.0;89243.0;124991.0;35761.0;20175.0;27281.0;7102.0;28444.0;;9657.0;8269.0;10814.0;2554.0;1132269.0;1508401.0;1191121.0;4576118.0;8536599.0;3960536.0;1562617.0;3169737.0;1607059.0;1565317.0;3011284.0;1445960.0;1448185.0;2355579.0;907517.0;3475112.0;6259859.0;3329051.0;1101006.0;1732380.0;631485.0;282893.0;402422.0;119569.0;5708387.0;10045000.0;5151657.0;8536599.0;0.7891305089;143.62437439;;114.61479187;172.113327026;35.4654579163;
;HU;2007;p0p100;644832.9375;546852.625;4025831.75;3414119.75;3380998.75;2867267.0;-281415.59375;-238655.421875;3099583.0;2628611.5;3099583.0;5.50461872538e+12;3.43665289462e+13;2.88619096965e+13;-2.40230544179e+12;2.64596032061e+13;26459561.1357;170247.0;349268.0;179013.0;163948.0;337243.0;173286.0;196617.0;402995.0;206369.0;382.0;479.0;97.0;214972.0;439990.0;225008.0;333489.0;679329.0;345826.0;750694.0;;776649.0;417205.0;848046.0;430824.0;435884.0;885291.0;449390.0;822373.0;;842909.0;386488.0;780023.0;393519.0;334085.0;665583.0;331485.0;704487.0;;681073.0;370402.0;719995.0;349588.0;450858.0;858472.0;407612.0;854547.0;;755028.0;403688.0;751102.0;347417.0;348751.0;625831.0;277093.0;660795.0;;492732.0;312043.0;527664.0;215639.0;276002.0;444646.0;168671.0;502962.0;;292366.0;226959.0;350626.0;123694.0;173400.0;251748.0;78376.0;249703.0;;109484.0;76303.0;107399.0;31108.0;22956.0;30914.0;7958.0;30133.0;;10143.0;7177.0;9356.0;2185.0;1141870.0;1529496.0;1199886.0;4576074.0;8536504.0;3960481.0;1573066.0;3192690.0;1619558.0;1559034.0;2995152.0;1436101.0;1443974.0;2348663.0;904821.0;3480852.0;6278499.0;3332752.0;1095222.0;1722831.0;627728.0;280217.0;399895.0;119724.0;5717944.0;10066000.0;5160367.0;8536504.0;0.7437579632;138.147781372;;110.207527161;183.625839233;36.035030365;
;HU;2006;p0p100;655064.5;554054.3125;4114937.5;3480418.75;3459873.0;2926364.5;-233255.765625;-197288.0;3226617.25;2729076.5;3226617.25;5.58320530227e+12;3.50721807483e+13;2.94889749217e+13;-1.98807112909e+12;2.75009041859e+13;27500401.7008;169798.0;348583.0;178778.0;167229.0;343791.0;176555.0;203596.0;416909.0;213305.0;357.0;447.0;91.0;217478.0;444578.0;227092.0;341666.0;696100.0;354422.0;781201.0;;810716.0;439536.0;895844.0;456293.0;419512.0;852282.0;432754.0;796480.0;;816546.0;376968.0;760772.0;383792.0;327197.0;650157.0;322952.0;716440.0;;688721.0;389242.0;755015.0;365769.0;453447.0;863154.0;409707.0;836101.0;;738311.0;382654.0;711254.0;328605.0;350651.0;628376.0;277734.0;656960.0;;485960.0;306309.0;514519.0;208227.0;279352.0;453021.0;173688.0;509456.0;;298225.0;230104.0;354618.0;124537.0;177630.0;257730.0;80120.0;239764.0;;105672.0;62134.0;87681.0;25551.0;26176.0;35133.0;8957.0;31612.0;;10560.0;5437.0;7037.0;1603.0;1149639.0;1553862.0;1206703.0;4568371.0;8523138.0;3954803.0;1577682.0;3204998.0;1627262.0;1552540.0;2979579.0;1427033.0;1438149.0;2338562.0;900509.0;3480873.0;6297182.0;3332028.0;1087499.0;1710186.0;622775.0;271733.0;388027.0;116323.0;5718010.0;10077000.0;5161506.0;8523138.0;0.6886654496;131.064865112;;104.844184876;210.38999939;35.8744468689;
;HU;2005;p0p100;621139.4375;523942.71875;3980087.0;3357277.75;3358947.5;2833335.0;-217544.796875;-183503.109375;3141402.75;2649832.0;3141402.75;5.2907737088e+12;3.39017916744e+13;2.8611016917e+13;-1.85301440922e+12;2.67580027699e+13;26757705.7802;166741.0;342585.0;175845.0;172923.0;355265.0;182342.0;209351.0;428340.0;218990.0;335.0;419.0;84.0;222313.0;453958.0;231645.0;355421.0;725386.0;369965.0;808137.0;;842124.0;452716.0;924875.0;472158.0;404045.0;820776.0;416732.0;771748.0;;791304.0;367703.0;742275.0;374572.0;327608.0;648781.0;321174.0;733921.0;;702145.0;406313.0;787285.0;380971.0;448907.0;854665.0;405759.0;818416.0;;722766.0;369510.0;686518.0;317007.0;350759.0;626722.0;275964.0;654334.0;;480537.0;303576.0;508150.0;204573.0;283604.0;461803.0;178200.0;519853.0;;304735.0;236249.0;362783.0;126535.0;175382.0;253973.0;78591.0;226012.0;;99247.0;50630.0;71285.0;20656.0;27382.0;36660.0;9278.0;31653.0;;10504.0;4271.0;5497.0;1225.0;1157233.0;1580148.0;1213485.0;4564409.0;8517852.0;3953446.0;1579885.0;3213313.0;1633428.0;1552337.0;2977249.0;1424912.0;1432187.0;2327291.0;895107.0;3482981.0;6315091.0;3334303.0;1081428.0;1700569.0;619143.0;257999.0;367833.0;109835.0;5721642.0;10098000.0;5166931.0;8517852.0;0.662820816;128.613983154;;103.902740478;199.582504272;35.6997146606;
